Cocoa,Coffee,Cotton,Orange Juice,Lumber,Sugar
825.0,87.05000305175781,54.15999984741211,,,8.489999771118164
800.0,87.1500015258789,53.09000015258789,,,8.569999694824219
808.0,88.5,52.310001373291016,,,8.65999984741211
812.0,87.6500015258789,52.29999923706055,,,8.649999618530273
813.0,86.4000015258789,52.29999923706055,,,9.199999809265137
820.0,84.8499984741211,50.880001068115234,,,8.5
,,,,,8.430000305175781
819.0,85.4000015258789,50.650001525878906,,,8.6899995803833
812.0,82.8499984741211,50.04999923706055,,,8.859999656677246
826.0,80.80000305175781,51.72999954223633,,,8.680000305175781
823.0,84.0,55.630001068115234,,,8.65999984741211
830.0,90.0999984741211,55.66999816894531,,,8.829999923706055
813.0,89.69999694824219,56.0099983215332,,,9.170000076293944
831.0,99.1999969482422,57.02000045776367,,,9.220000267028809
816.0,89.1500015258789,57.02000045776367,,,9.199999809265137
841.0,98.6500015258789,60.02000045776367,,251.5,9.65999984741211
849.0,116.5,60.560001373291016,,253.3000030517578,10.039999961853027
856.0,111.1500015258789,60.08000183105469,,253.6999969482422,9.960000038146973
886.0,97.75,58.79999923706055,,243.6999969482422,10.3100004196167
887.0,96.6500015258789,59.130001068115234,,249.3999938964844,10.40999984741211
840.0,86.30000305175781,60.869998931884766,,252.0,10.239999771118164
851.0,85.19999694824219,59.70000076293945,,253.6000061035156,10.43000030517578
847.0,86.94999694824219,59.150001525878906,,259.5,10.600000381469728
843.0,86.0999984741211,58.22999954223633,,256.70001220703125,10.779999732971191
843.0,87.4000015258789,58.810001373291016,,253.1999969482422,10.890000343322754
825.0,86.44999694824219,59.77000045776367,,250.0,10.399999618530272
821.0,86.30000305175781,59.0099983215332,,246.3999938964844,10.350000381469728
824.0,86.44999694824219,58.63999938964844,,243.8999938964844,10.789999961853027
798.0,85.8499984741211,58.88999938964844,,240.3000030517578,11.0600004196167
777.0,85.5999984741211,58.59999847412109,,239.3999938964844,10.800000190734863
762.0,85.4000015258789,60.68000030517578,,236.1999969482422,10.5
773.0,83.69999694824219,60.7599983215332,,237.5,10.699999809265137
750.0,79.5,62.130001068115234,,243.1999969482422,10.59000015258789
769.0,79.5999984741211,60.86000061035156,,247.6999969482422,10.40999984741211
769.0,80.6500015258789,61.72999954223633,,237.6999969482422,10.649999618530272
770.0,78.80000305175781,62.25,,236.3999938964844,10.770000457763672
769.0,78.5999984741211,61.70000076293945,,236.6000061035156,10.65999984741211
762.0,78.30000305175781,61.63999938964844,,236.5,10.699999809265137
751.0,78.55000305175781,62.70000076293945,,231.3000030517578,10.510000228881836
750.0,78.4000015258789,63.27000045776367,,231.5,10.699999809265137
754.0,77.5,64.33999633789062,,232.6000061035156,10.699999809265137
751.0,77.0999984741211,64.0,,228.1999969482422,10.619999885559082
740.0,74.5999984741211,63.880001068115234,,227.3000030517578,10.479999542236328
750.0,77.80000305175781,63.52000045776367,,229.0,10.359999656677246
744.0,77.75,64.7300033569336,,223.8000030517578,10.81999969482422
749.0,75.19999694824219,64.83999633789062,,222.0,10.800000190734863
744.0,74.69999694824219,65.19999694824219,,215.3000030517578,10.729999542236328
760.0,73.9000015258789,64.75,,219.1999969482422,10.760000228881836
745.0,74.5,63.369998931884766,,221.8000030517578,10.5600004196167
757.0,75.0,63.4900016784668,,216.5,10.81999969482422
775.0,73.0999984741211,64.54000091552734,,217.6000061035156,10.43000030517578
780.0,75.25,64.36000061035156,,217.5,10.380000114440918
761.0,78.0,64.13999938964844,,216.5,10.729999542236328
778.0,77.4000015258789,64.72000122070312,,219.3000030517578,10.670000076293944
767.0,77.75,64.5999984741211,,222.1000061035156,10.399999618530272
778.0,78.6500015258789,63.18000030517578,,222.6999969482422,10.470000267028809
798.0,79.55000305175781,62.470001220703125,,231.8000030517578,10.529999732971191
775.0,77.19999694824219,62.95000076293945,,229.0,10.359999656677246
814.0,76.25,63.15999984741211,,237.0,9.779999732971191
809.0,77.4000015258789,62.9900016784668,,245.8000030517578,9.649999618530272
803.0,77.19999694824219,62.650001525878906,,241.3999938964844,9.800000190734863
788.0,79.1500015258789,63.13999938964844,,238.3000030517578,9.4399995803833
803.0,77.80000305175781,63.900001525878906,,233.3000030517578,9.15999984741211
812.0,78.0,63.45000076293945,,224.0,9.5600004196167
782.0,79.05000305175781,63.880001068115234,,226.1000061035156,9.739999771118164
792.0,81.75,63.54999923706055,,222.6999969482422,9.720000267028809
783.0,78.94999694824219,62.5,,227.1000061035156,9.850000381469728
794.0,79.8499984741211,62.459999084472656,,226.6000061035156,9.829999923706056
797.0,83.0,62.25,,230.1000061035156,9.770000457763672
789.0,79.3499984741211,63.52999877929688,,229.6999969482422,9.640000343322754
807.0,79.4000015258789,63.95000076293945,,224.0,9.710000038146973
828.0,79.3499984741211,63.400001525878906,,225.3000030517578,10.0
835.0,78.69999694824219,63.59999847412109,,225.3999938964844,10.029999732971191
830.0,79.44999694824219,64.20999908447266,,223.0,10.079999923706056
816.0,79.94999694824219,64.77999877929688,,225.1000061035156,10.460000038146973
833.0,80.75,64.56999969482422,,225.1999969482422,10.770000457763672
827.0,83.1500015258789,63.84999847412109,,226.1000061035156,10.970000267028809
819.0,81.30000305175781,64.36000061035156,,226.1999969482422,10.859999656677246
813.0,81.05000305175781,63.119998931884766,,219.3000030517578,11.0
806.0,85.6500015258789,62.70000076293945,,218.1999969482422,11.390000343322754
822.0,88.69999694824219,62.75,,218.1999969482422,11.140000343322754
816.0,88.25,62.02000045776367,,219.5,11.079999923706056
814.0,86.69999694824219,62.119998931884766,,223.3000030517578,10.859999656677246
788.0,84.1500015258789,62.91999816894531,,222.1000061035156,10.869999885559082
784.0,78.44999694824219,62.40999984741211,,222.5,10.779999732971191
809.0,79.25,62.70000076293945,,219.3999938964844,10.579999923706056
775.0,78.05000305175781,63.2599983215332,,218.6999969482422,10.270000457763672
787.0,75.4000015258789,62.880001068115234,,216.3999938964844,9.359999656677246
762.0,75.5999984741211,63.13999938964844,,211.8000030517578,9.529999732971191
757.0,73.5,63.9900016784668,,206.3999938964844,9.8100004196167
755.0,74.4000015258789,62.970001220703125,,207.1999969482422,9.899999618530272
753.0,73.9000015258789,62.56999969482422,,208.3000030517578,9.75
764.0,74.25,62.90999984741211,,204.3000030517578,9.539999961853027
749.0,73.5999984741211,63.75,,208.3000030517578,9.56999969482422
743.0,74.69999694824219,65.36000061035156,,207.3999938964844,9.5600004196167
746.0,74.5999984741211,65.88999938964844,,214.1000061035156,9.529999732971191
734.0,75.30000305175781,65.6500015258789,,215.5,9.260000228881836
738.0,74.0,64.95999908447266,,215.0,8.8100004196167
730.0,74.1500015258789,65.4000015258789,,223.3999938964844,9.149999618530272
709.0,71.44999694824219,65.31999969482422,,217.8999938964844,8.960000038146973
694.0,71.4000015258789,64.81999969482422,,210.8999938964844,8.729999542236328
700.0,70.30000305175781,64.73999786376953,,208.5,9.100000381469728
700.0,68.8499984741211,64.9800033569336,,235.8000030517578,9.5600004196167
700.0,68.55000305175781,64.69999694824219,,240.5,9.630000114440918
696.0,70.3499984741211,64.58000183105469,,246.8000030517578,9.760000228881836
700.0,68.55000305175781,63.15999984741211,,238.5,9.720000267028809
690.0,68.30000305175781,64.4000015258789,,241.1999969482422,9.93000030517578
,,,,246.6999969482422,
682.0,68.0,65.1500015258789,,244.0,10.109999656677246
699.0,69.5,64.30000305175781,,237.8999938964844,9.9399995803833
702.0,70.0999984741211,65.02999877929688,,238.1999969482422,9.90999984741211
704.0,67.19999694824219,65.2300033569336,,234.8000030517578,9.75
703.0,67.0,64.3499984741211,,234.8000030517578,9.65999984741211
716.0,67.30000305175781,64.6500015258789,,227.1999969482422,9.859999656677246
708.0,66.5,64.3499984741211,,226.1999969482422,9.710000038146973
696.0,66.1500015258789,64.33999633789062,,221.3999938964844,9.609999656677246
707.0,66.3499984741211,67.25,,222.1999969482422,9.630000114440918
708.0,63.650001525878906,67.12999725341797,,222.8000030517578,9.75
696.0,64.0999984741211,67.41999816894531,,220.3000030517578,9.699999809265137
674.0,64.19999694824219,65.58999633789062,,218.1000061035156,9.649999618530272
692.0,63.75,65.02999877929688,,220.0,9.40999984741211
729.0,61.54999923706055,65.69000244140625,,214.8999938964844,9.199999809265137
733.0,62.900001525878906,65.37000274658203,,206.0,9.3100004196167
729.0,62.70000076293945,65.0999984741211,,208.1999969482422,9.31999969482422
721.0,65.05000305175781,65.0,,207.1999969482422,9.420000076293944
745.0,65.44999694824219,65.62999725341797,,207.1999969482422,9.989999771118164
769.0,66.55000305175781,65.33000183105469,,207.3999938964844,9.869999885559082
765.0,65.4000015258789,64.30999755859375,,205.8000030517578,9.8100004196167
769.0,67.30000305175781,63.18999862670898,,208.3999938964844,9.979999542236328
775.0,66.4000015258789,63.2599983215332,,206.3000030517578,10.239999771118164
766.0,67.3499984741211,63.41999816894531,,208.0,10.029999732971191
758.0,65.55000305175781,62.27999877929688,,205.5,10.199999809265137
778.0,63.400001525878906,60.34999847412109,,197.5,10.170000076293944
753.0,63.45000076293945,60.959999084472656,,206.0,10.229999542236328
768.0,63.34999847412109,59.61000061035156,,198.6000061035156,10.350000381469728
813.0,64.3499984741211,59.41999816894531,,195.6000061035156,10.270000457763672
813.0,63.84999847412109,60.22999954223633,,195.0,10.470000267028809
798.0,63.79999923706055,59.869998931884766,,189.6000061035156,10.460000038146973
809.0,63.34999847412109,60.34000015258789,,185.6999969482422,10.289999961853027
849.0,63.59999847412109,60.869998931884766,,187.1999969482422,10.260000228881836
860.0,65.0,61.119998931884766,,184.6000061035156,10.0
911.0,67.4000015258789,60.959999084472656,,205.1999969482422,10.229999542236328
990.0,70.19999694824219,60.52000045776367,,206.8000030517578,10.0600004196167
996.0,66.75,60.5,,211.3999938964844,9.869999885559082
957.0,68.30000305175781,60.630001068115234,,202.8000030517578,10.09000015258789
1005.0,71.25,59.36000061035156,,202.8999938964844,10.050000190734863
1000.0,69.8499984741211,59.27999877929688,,202.6000061035156,10.06999969482422
989.0,70.05000305175781,61.11000061035156,,207.8000030517578,10.050000190734863
1004.0,67.8499984741211,60.59999847412109,,212.1999969482422,10.029999732971191
1056.0,67.0999984741211,61.25,,215.5,10.0
1045.0,65.4000015258789,60.95000076293945,,220.0,9.739999771118164
1056.0,64.19999694824219,62.0099983215332,,218.8000030517578,9.579999923706056
1020.0,63.75,61.36000061035156,,224.3999938964844,9.949999809265137
1051.0,64.69999694824219,59.43000030517578,,226.6999969482422,10.25
1048.0,63.20000076293945,59.7599983215332,,228.1000061035156,10.140000343322754
1065.0,62.70000076293945,60.150001525878906,,218.1000061035156,10.0
1086.0,62.20000076293945,60.22999954223633,,211.6999969482422,10.010000228881836
1044.0,61.75,59.20000076293945,,208.0,9.890000343322754
1005.0,62.0,59.04999923706055,,211.1000061035156,9.880000114440918
1012.0,62.650001525878906,58.369998931884766,,208.3000030517578,9.800000190734863
1037.0,62.29999923706055,58.900001525878906,,199.5,9.859999656677246
1073.0,62.79999923706055,59.52999877929688,,202.6999969482422,9.81999969482422
1070.0,62.79999923706055,61.45000076293945,,206.8999938964844,9.670000076293944
1065.0,61.5,59.52999877929688,,202.8000030517578,9.699999809265137
1137.0,59.79999923706055,59.52000045776367,,204.6999969482422,9.640000343322754
1140.0,62.75,57.630001068115234,,200.6999969482422,9.390000343322754
1189.0,63.150001525878906,55.7599983215332,,196.8000030517578,9.529999732971191
1149.0,62.84999847412109,54.86000061035156,,194.5,9.40999984741211
1160.0,64.94999694824219,55.08000183105469,,193.5,9.390000343322754
1120.0,63.900001525878906,53.08000183105469,,195.3000030517578,9.350000381469728
1130.0,64.4000015258789,52.09999847412109,,196.6999969482422,8.920000076293945
1131.0,63.900001525878906,52.59999847412109,,202.1999969482422,9.279999732971191
1116.0,62.75,53.04999923706055,,205.1000061035156,9.140000343322754
1164.0,63.29999923706055,53.5,,210.6999969482422,9.109999656677246
1131.0,63.70000076293945,53.84999847412109,,203.3999938964844,9.300000190734863
1043.0,65.0,54.04999923706055,,205.5,9.31999969482422
1064.0,65.80000305175781,54.04999923706055,,211.3000030517578,9.100000381469728
1055.0,64.1500015258789,54.0099983215332,,213.5,9.010000228881836
1070.0,61.70000076293945,52.65999984741211,,213.8000030517578,9.0
1055.0,62.04999923706055,51.77000045776367,,217.1999969482422,8.829999923706055
1047.0,60.95000076293945,52.27999877929688,,218.1000061035156,8.760000228881836
1036.0,61.0,52.650001525878906,,213.6000061035156,8.729999542236328
998.0,59.09999847412109,50.09000015258789,,211.8000030517578,8.920000076293945
1028.0,59.0,49.72999954223633,,230.5,8.770000457763672
1005.0,59.900001525878906,50.36000061035156,,240.1000061035156,8.65999984741211
986.0,60.04999923706055,49.7400016784668,,246.3999938964844,8.619999885559082
957.0,61.150001525878906,48.56999969482422,,240.3000030517578,8.720000267028809
1024.0,60.20000076293945,47.13999938964844,,233.5,8.460000038146973
1036.0,60.09999847412109,48.060001373291016,,230.8000030517578,8.369999885559082
1063.0,61.84999847412109,49.02999877929688,,227.3999938964844,8.460000038146973
1038.0,61.04999923706055,47.59000015258789,,223.3000030517578,8.5
1047.0,61.150001525878906,47.560001373291016,,227.0,8.520000457763672
1064.0,61.75,45.68999862670898,,237.0,8.380000114440918
1073.0,60.29999923706055,45.09000015258789,,230.5,7.75
1030.0,59.5,44.72999954223633,,230.5,8.149999618530273
1015.0,58.70000076293945,45.38999938964844,,235.5,8.199999809265137
1000.0,59.25,46.18999862670898,,235.6000061035156,8.149999618530273
998.0,59.09999847412109,45.970001220703125,,242.6999969482422,8.079999923706055
1011.0,58.09999847412109,46.880001068115234,,240.8000030517578,8.15999984741211
981.0,57.59999847412109,46.59000015258789,,244.8999938964844,8.210000038146973
968.0,57.34999847412109,46.56999969482422,,254.8999938964844,8.359999656677246
1004.0,57.34999847412109,45.77999877929688,,264.8999938964844,8.180000305175781
993.0,57.59999847412109,45.34000015258789,,262.79998779296875,8.3100004196167
970.0,56.650001525878906,45.56999969482422,,268.70001220703125,8.460000038146973
989.0,56.20000076293945,46.869998931884766,,261.1000061035156,8.5
990.0,58.650001525878906,46.15999984741211,,270.70001220703125,8.529999732971191
995.0,57.54999923706055,45.84000015258789,,279.70001220703125,8.800000190734863
1010.0,57.150001525878906,44.09000015258789,,279.79998779296875,8.710000038146973
1028.0,61.75,44.29999923706055,,269.79998779296875,8.710000038146973
1017.0,58.59999847412109,44.59999847412109,,279.79998779296875,8.880000114440918
1043.0,57.79999923706055,44.59999847412109,,283.6000061035156,8.9399995803833
1052.0,58.5,44.130001068115234,,279.6000061035156,9.1899995803833
1025.0,60.95000076293945,43.650001525878906,,285.5,9.350000381469728
1010.0,61.84999847412109,44.20000076293945,,288.3999938964844,9.5
999.0,64.5,44.47999954223633,,287.29998779296875,8.949999809265137
992.0,63.20000076293945,45.45000076293945,,298.29998779296875,8.970000267028809
1020.0,64.5999984741211,44.5,,302.5,9.199999809265137
1014.0,63.650001525878906,44.650001525878906,,308.0,8.979999542236328
1034.0,66.0,44.47999954223633,,312.29998779296875,8.920000076293945
1089.0,66.4000015258789,43.7599983215332,,314.70001220703125,9.100000381469728
1066.0,65.55000305175781,45.43000030517578,,306.20001220703125,9.0
1096.0,65.80000305175781,44.83000183105469,,309.70001220703125,9.0600004196167
1064.0,64.94999694824219,45.16999816894531,,319.0,9.100000381469728
1074.0,62.0,46.70000076293945,,335.0,9.010000228881836
1041.0,62.34999847412109,46.08000183105469,,324.20001220703125,9.09000015258789
1092.0,62.75,44.619998931884766,,340.5,9.09000015258789
1067.0,62.75,44.470001220703125,,350.5,8.9399995803833
1103.0,63.79999923706055,43.84000015258789,,363.0,8.850000381469727
1079.0,64.9000015258789,43.18999862670898,,372.0,9.1899995803833
1068.0,65.05000305175781,42.560001373291016,,362.0,9.210000038146973
1081.0,63.54999923706055,42.65999984741211,,352.0,9.119999885559082
1060.0,62.79999923706055,42.459999084472656,,348.0,8.930000305175781
1031.0,59.900001525878906,40.54999923706055,,341.0,8.960000038146973
1003.0,59.79999923706055,41.040000915527344,,332.29998779296875,8.739999771118164
964.0,59.150001525878906,40.720001220703125,,322.29998779296875,8.59000015258789
936.0,57.150001525878906,40.880001068115234,,319.70001220703125,8.550000190734863
943.0,57.900001525878906,41.41999816894531,,329.70001220703125,8.600000381469727
930.0,59.45000076293945,41.060001373291016,,339.70001220703125,8.65999984741211
952.0,59.70000076293945,40.97999954223633,,324.70001220703125,8.649999618530273
945.0,58.400001525878906,42.02999877929688,,314.70001220703125,8.600000381469727
904.0,57.70000076293945,41.93999862670898,,311.5,8.5
937.0,58.150001525878906,42.709999084472656,,315.5,8.630000114440918
930.0,57.0,40.720001220703125,,309.8999938964844,8.600000381469727
909.0,57.650001525878906,41.0099983215332,,319.8999938964844,8.630000114440918
926.0,57.75,41.09999847412109,,329.8999938964844,8.630000114440918
926.0,58.84999847412109,40.56999969482422,,334.5,8.680000305175781
915.0,59.400001525878906,39.380001068115234,,324.5,8.869999885559082
937.0,60.95000076293945,38.90999984741211,,317.6000061035156,8.920000076293945
925.0,57.54999923706055,38.18999862670898,,307.8999938964844,8.960000038146973
895.0,55.20000076293945,37.68000030517578,,300.20001220703125,9.050000190734863
927.0,57.5,39.54999923706055,,303.0,9.119999885559082
910.0,55.900001525878906,38.61000061035156,,297.29998779296875,9.380000114440918
917.0,55.29999923706055,43.25,,288.29998779296875,9.260000228881836
935.0,55.5,43.310001373291016,,291.70001220703125,9.210000038146973
946.0,55.25,43.0,,293.79998779296875,9.1899995803833
957.0,55.5,43.04999923706055,,298.0,9.0600004196167
974.0,56.09999847412109,42.75,,293.29998779296875,9.59000015258789
974.0,54.900001525878906,41.18000030517578,,284.0,8.760000228881836
961.0,55.0,40.43000030517578,,274.8999938964844,8.520000457763672
973.0,54.0,41.09999847412109,,271.29998779296875,8.520000457763672
970.0,53.84999847412109,41.130001068115234,,273.70001220703125,8.380000114440918
937.0,52.95000076293945,41.47999954223633,,280.20001220703125,8.680000305175781
878.0,52.5,40.66999816894531,,283.0,8.600000381469727
902.0,52.5,41.5,,292.8999938964844,8.59000015258789
881.0,52.09999847412109,41.400001525878906,,292.1000061035156,8.619999885559082
902.0,52.04999923706055,39.5,,274.0,8.5600004196167
887.0,52.25,39.900001525878906,,297.0,8.670000076293945
898.0,52.0,39.72999954223633,,295.29998779296875,8.65999984741211
905.0,52.84999847412109,40.59999847412109,,291.0,8.739999771118164
951.0,52.20000076293945,40.20000076293945,,291.3999938964844,8.829999923706055
956.0,53.75,39.470001220703125,,294.3999938964844,8.600000381469727
943.0,53.95000076293945,40.5,,293.5,8.65999984741211
940.0,55.20000076293945,39.93000030517578,,290.79998779296875,8.40999984741211
943.0,52.650001525878906,40.5,,291.5,8.569999694824219
940.0,51.400001525878906,41.97999954223633,,289.8999938964844,8.359999656677246
920.0,51.29999923706055,42.09000015258789,,299.8999938964844,8.489999771118164
934.0,51.84999847412109,41.7400016784668,,306.6000061035156,8.350000381469727
957.0,51.95000076293945,41.900001525878906,,314.1000061035156,7.929999828338623
937.0,51.25,41.27999877929688,,323.3999938964844,7.909999847412109
946.0,50.45000076293945,41.15999984741211,,318.5,7.650000095367432
956.0,50.400001525878906,41.900001525878906,,320.0,7.800000190734863
1005.0,49.84999847412109,41.970001220703125,,329.29998779296875,7.820000171661377
1003.0,49.70000076293945,41.130001068115234,,327.1000061035156,7.71999979019165
1011.0,49.650001525878906,40.81999969482422,,326.5,7.710000038146973
1032.0,50.09999847412109,40.45000076293945,,328.5,7.630000114440918
1017.0,48.400001525878906,38.45000076293945,,331.5,7.650000095367432
1012.0,49.34999847412109,38.400001525878906,,340.20001220703125,7.960000038146973
1016.0,49.45000076293945,38.7599983215332,,336.0,8.149999618530273
1028.0,49.20000076293945,38.720001220703125,,326.0,8.109999656677246
1001.0,49.150001525878906,38.70000076293945,,321.6000061035156,7.949999809265137
992.0,54.34999847412109,38.27999877929688,,313.29998779296875,7.960000038146973
969.0,50.0,38.380001068115234,,308.0,8.119999885559082
978.0,50.34999847412109,38.34999847412109,,308.20001220703125,8.140000343322754
992.0,50.79999923706055,38.36000061035156,,302.1000061035156,8.069999694824219
966.0,52.29999923706055,38.040000915527344,,303.20001220703125,8.09000015258789
965.0,50.95000076293945,38.0,,306.5,8.289999961853027
963.0,51.0,38.5,,310.1000061035156,8.289999961853027
974.0,51.150001525878906,38.34999847412109,,314.1000061035156,8.069999694824219
938.0,51.70000076293945,38.54999923706055,,312.6000061035156,8.029999732971191
933.0,50.79999923706055,37.900001525878906,,314.5,7.739999771118164
927.0,50.5,37.93999862670898,,318.3999938964844,7.909999847412109
887.0,47.5,38.880001068115234,,318.20001220703125,7.809999942779541
870.0,48.5,38.25,,306.20001220703125,7.929999828338623
880.0,48.650001525878906,37.09999847412109,,291.79998779296875,7.820000171661377
900.0,48.5,36.5,,308.0,7.860000133514404
889.0,48.34999847412109,36.5,,307.79998779296875,7.869999885559082
889.0,,,,307.79998779296875,
,,,,307.79998779296875,
,,,,318.0,
,,,,307.5,
927.0,48.29999923706055,35.58000183105469,,280.6000061035156,7.820000171661377
925.0,48.0,35.150001525878906,,281.5,7.639999866485596
964.0,47.400001525878906,34.29999923706055,,275.5,7.28000020980835
998.0,46.25,34.41999816894531,,265.5,7.25
992.0,49.04999923706055,34.34000015258789,,255.8000030517578,7.050000190734863
1008.0,49.09999847412109,35.380001068115234,,261.70001220703125,6.78000020980835
